name,description,logoid,update_mode,type,typespecs,dps_common_stock_prim_issue_fy,fundamental_currency_code,dps_common_stock_prim_issue_fq,dividends_yield_current,dividends_yield,dividend_payout_ratio_ttm,dps_common_stock_prim_issue_yoy_growth_fy,continuous_dividend_payout,continuous_dividend_growth
ARMK,Aramark,aramark,streaming,stock,common,0.38,USD,0.105,1.07962,1.1336032,30.7207562,-13.63636364,11,0
ARMP,"Armata Pharmaceuticals, Inc.",armata-pharmaceuticals,streaming,stock,common,0,USD,0,0,,0,,0,0
AROC,"Archrock, Inc.",archrock,streaming,stock,common,0.67,USD,0.175,2.56268,2.8023596,64.50370656,9.83606557,11,2
AROW,Arrow Financial Corporation,arrow,streaming,stock,common,1.09,USD,0.28,4.06955,4.143544,61.50547342,3.1798418,20,19
ARQ,"Arq, Inc.",advanced-emissions-solutions,streaming,stock,common,0,USD,0,0,,0,,0,0
ARQQ,Arqit Quantum Inc.,,streaming,stock,common,0,USD,0,0,,0,,0,0
ARQT,"Arcutis Biotherapeutics, Inc.",arcutis-biotherapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
ARRY,"Array Technologies, Inc.",array-technologies,streaming,stock,common,0,USD,0,0,,0,,0,0
ARTL,"Artelo Biosciences, Inc.",artelo-biosciences,streaming,stock,common,0,USD,0,0,,0,,0,0
ARTNA,Artesian Resources Corporation,artesian-resources,streaming,stock,common,1.1361,USD,0.2955,3.83982,3.8790605,60.15006681,4.06705139,20,19
ARTV,"Artiva Biotherapeutics, Inc.",artiva-biotherapeutics,streaming,stock,common,,USD,0,0,,,,0,0
ARTW,"Art's-Way Manufacturing Co., Inc.",arts-way,streaming,stock,common,0,USD,0,0,,0,,0,0
ARVN,"Arvinas, Inc.",arvinas,streaming,stock,common,0,USD,0,0,,0,,0,0
ARW,"Arrow Electronics, Inc.",arrow-electronics,streaming,stock,common,0,USD,0,0,,0,,0,0
ARWR,"Arrowhead Pharmaceuticals, Inc.",arrowhead-pharmaceuticals,streaming,stock,common,0,USD,0,0,,0,,0,0
AS,"Amer Sports, Inc.",amer-sports-inc,streaming,stock,common,0,USD,0,0,,0,,0,0
ASAN,"Asana, Inc.",asana,streaming,stock,common,0,USD,0,0,,0,,0,0
ASB,Associated Banc-Corp,associated-banc-corp,streaming,stock,common,0.89,USD,0.23,3.58149,3.7022133,115.35968892,4.70588235,20,13
ASBP,"Aspire Biopharma Holdings, Inc.",,streaming,stock,common,0,USD,0,0,,0,,0,0
ASC,Ardmore Shipping Corporation,ardmore-shipping,streaming,stock,common,1.08,USD,0.18,10.4857,10.485651,35.2998856,-6.08695652,2,0
ASGN,ASGN Incorporated,asgn-incorporated,streaming,stock,common,0,USD,0,0,,0,,0,0
ASH,Ashland Inc.,ashland-global-holdings,streaming,stock,common,1.58,USD,0.405,2.6636,2.6635976,-287.40793964,9.72222222,20,6
ASIX,AdvanSix Inc.,advansix,streaming,stock,common,0.64,USD,0.16,2.29226,2.2922635,39.55745102,4.91803279,4,3
ASLE,AerSale Corporation,aersale,streaming,stock,common,0,USD,0,0,,0,,0,0
ASMB,"Assembly Biosciences, Inc.",assembly-bio,streaming,stock,common,0,USD,0,0,,0,,0,0
ASNS,"Actelis Networks, Inc.",actelis-networks,streaming,stock,common,0,USD,0,0,,0,,0,0
ASO,"Academy Sports and Outdoors, Inc.",academy-sports-and-outdoors,streaming,stock,common,0.36,USD,0.11,0.887276,0.8872757,6.90528254,20,2,1
ASPC,A SPAC III Acquisition Corp.,,streaming,stock,common,,USD,,0,,,,0,0
ASPI,ASP Isotopes Inc.,asp-isotopes,streaming,stock,common,0,USD,0,0,,0,,0,0
ASPN,"Aspen Aerogels, Inc.",aspen-aerogels,streaming,stock,common,0,USD,0,0,,0,,0,0
ASPS,Altisource Portfolio Solutions S.A.,altisource,streaming,stock,common,0,USD,0,0,,0,,0,0
ASRT,"Assertio Holdings, Inc.",assertio,streaming,stock,common,0,USD,0,0,,0,,0,0
ASRV,AmeriServ Financial Inc.,ameriserv-financial,streaming,stock,common,0.12,USD,0.03,4.61538,4.6153846,56.98005698,0,12,0
ASST,Asset Entities Inc.,asset-entities,streaming,stock,common,0,USD,0,0,,0,,0,0
ASTC,Astrotech Corporation,astrotech,streaming,stock,common,0,USD,0,0,,0,,0,0
ASTE,"Astec Industries, Inc.",astec-industries,streaming,stock,common,0.52,USD,0.13,1.4615,1.461495,282.30184582,0,12,0
ASTH,Astrana Health Inc.,apollo-medical,streaming,stock,common,0,USD,0,0,,0,,0,0
ASTI,"Ascent Solar Technologies, Inc",ascent-solar,streaming,stock,common,0,USD,0,0,,0,,0,0
ASTL,Algoma Steel Group Inc.,algoma-steel,streaming,stock,common,0.20081033,USD,0.05183105,2.58523,2.5491695,-19.0261751,1.65231899,4,3
ASTS,"AST SpaceMobile, Inc.",ast-spacemobile,streaming,stock,common,0,USD,0,0,,0,,0,0
ASUR,Asure Software Inc,asure-software,streaming,stock,common,0,USD,0,0,,0,,0,0
ASYS,"Amtech Systems, Inc.",amtech-systems,streaming,stock,common,0,USD,0,0,,0,,0,0
ATAI,ATAI Life Sciences N.V.,atai-life-sciences,streaming,stock,common,0,USD,0,0,,0,,0,0
ATCH,"AtlasClear Holdings, Inc.",,streaming,stock,common,0,USD,0,0,,0,,0,0
ATEC,"Alphatec Holdings, Inc.",alphatec,streaming,stock,common,0,USD,0,0,,0,,0,0
ATEN,"A10 Networks, Inc.",a10-networks,streaming,stock,common,0.24,USD,0.06,1.1544,1.1544011,35.94428636,0,4,0
ATER,"Aterian, Inc.",aterian,streaming,stock,common,0,USD,0,0,,0,,0,0
ATEX,Anterix Inc.,anterix,streaming,stock,common,0,USD,0,0,,0,,0,0
ATGE,Adtalem Global Education Inc.,adtalem-global-education,streaming,stock,common,0,USD,0,0,,0,,0,0
ATGL,Alpha Technology Group Limited,,streaming,stock,common,0,USD,0,0,,0,,0,0
ATHA,"Athira Pharma, Inc.",athira-pharma,streaming,stock,common,0,USD,0,0,,0,,0,0
ATI,ATI Inc.,allegheny-technologies,streaming,stock,common,0,USD,0,0,,0,,0,0
ATKR,Atkore Inc.,atkore,streaming,stock,common,0.96,USD,0.32,2.0813,2.0813007,12.39409344,,1,0
ATLC,Atlanticus Holdings Corporation,atlanticus,streaming,stock,common,0,USD,0,0,,0,,0,0
ATLN,Atlantic International Corp.,,streaming,stock,common,0,USD,0,0,,0,,0,0
ATLO,Ames National Corporation,ames-national,streaming,stock,common,0.94,USD,0.2,5.00799,4.2621202,82.77562522,-12.96296296,20,0
ATLX,Atlas Lithium Corporation,atlas-lithium,streaming,stock,common,0,USD,0,0,,0,,0,0
ATMC,AlphaTime Acquisition Corp,alphatime-acquisition,streaming,stock,common,0,USD,0,0,,0,,0,0
ATMU,Atmus Filtration Technologies Inc.,atmus-filtration-technologies,streaming,stock,common,0.1,USD,0.05,0.251256,0.5025126,4.50146298,,1,0
ATMV,AlphaVest Acquisition Corp,alphavest-acquisition,streaming,stock,common,0,USD,0,0,,0,,0,0
ATNF,180 Life Sciences Corp.,180-life-sciences,streaming,stock,common,0,USD,0,0,,0,,0,0
ATNI,"ATN International, Inc.",atn-international,streaming,stock,common,0.87,USD,0.24,5.55556,5.5555553,-35.30450132,20.83333333,20,2
ATNM,"Actinium Pharmaceuticals, Inc. (Delaware)",actinium-pharmaceuticals,streaming,stock,common,0,USD,0,0,,0,,0,0
ATO,Atmos Energy Corporation,atmos-energy,streaming,stock,common,3.22,USD,0.87,2.20206,2.287517,46.97890597,8.78378378,20,19
ATOM,Atomera Incorporated,atomera,streaming,stock,common,0,USD,0,0,,0,,0,0
ATOS,"Atossa Therapeutics, Inc.",atossa-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
ATPC,Agape ATP Corporation,,streaming,stock,common,0,USD,0,0,,0,,0,0
ATR,"AptarGroup, Inc.",aptargroup,streaming,stock,common,1.72,USD,0.45,1.19932,1.2265757,31.0777848,8.86075949,20,19
ATRA,"Atara Biotherapeutics, Inc.",atara-biotherapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
ATRC,"AtriCure, Inc.",atricure,streaming,stock,common,0,USD,0,0,,0,,0,0
ATRO,Astronics Corporation,astronics,streaming,stock,common,0,USD,0,0,,0,,0,0
ATSG,"Air Transport Services Group, Inc",air-transport-services,streaming,stock,common,0,USD,0,0,,0,,0,0
ATUS,"Altice USA, Inc.",altice-usa,streaming,stock,common,0,USD,0,0,,0,,0,0
ATXG,Addentax Group Corp.,addentax,streaming,stock,common,0,USD,0,0,,0,,0,0
ATXI,"Avenue Therapeutics, Inc.",avenue-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
ATXS,"Astria Therapeutics, Inc.",astria-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
ATYR,"aTyr Pharma, Inc.",atyr-pharma,streaming,stock,common,0,USD,0,0,,0,,0,0
AUB,Atlantic Union Bankshares Corporation,union-bankshares,streaming,stock,common,1.3,USD,0.34,3.70059,3.8127282,56.85296947,6.55737705,20,14
AUBN,"Auburn National Bancorporation, Inc.",auburn-national-bancorporation,streaming,stock,common,1.08,USD,0.27,5.02793,5.0279336,58.98416166,0,20,0
AUDC,AudioCodes Ltd.,audiocodes,streaming,stock,common,0.36,USD,0.18,3.26679,3.2667875,72.21664995,0,7,0
AUID,authID Inc.,ipsidy,streaming,stock,common,0,USD,0,0,,0,,0,0
AUNA,Auna SA,auna-sa,streaming,stock,common,,USD,0,0,,0,,0,0
AUPH,Aurinia Pharmaceuticals Inc,aurinia,streaming,stock,common,0,USD,0,0,,0,,0,0
AUR,"Aurora Innovation, Inc.",aurora-innovation,streaming,stock,common,0,USD,0,0,,0,,0,0
AURA,"Aura Biosciences, Inc.",aura-biosciences,streaming,stock,common,0,USD,0,0,,0,,0,0
AUST,Austin Gold Corp.,austin-gold,streaming,stock,common,0,USD,0,0,,0,,0,0
AUUD,Auddia Inc.,auddia,streaming,stock,common,0,USD,0,0,,0,,0,0
AVA,Avista Corporation,avista,streaming,stock,common,1.9,USD,0.475,4.79109,4.903678,83.38087506,3.26086957,20,19
AVAH,Aveanna Healthcare Holdings Inc.,aveanna-healthcare,streaming,stock,common,0,USD,0,0,,0,,0,0
AVAV,"AeroVironment, Inc.",aerovironment,streaming,stock,common,0,USD,0,0,,0,,0,0
AVBP,"ArriVent BioPharma, Inc.",arrivent-biopharma-inc,streaming,stock,common,,USD,0,0,,0,,0,0
AVD,American Vanguard Corporation,american-vanguard,streaming,stock,common,0.12,USD,,2.33463,2.3346303,-11.60429359,14.28571429,20,3
AVDL,Avadel Pharmaceuticals plc,avadel-pharmaceuticals-plc,streaming,stock,common,,USD,0,0,,0,,0,0
AVDX,"AvidXchange Holdings, Inc.",avidxchange-holdings,streaming,stock,common,0,USD,0,0,,0,,0,0
AVGO,Broadcom Inc.,broadcom,streaming,stock,common,2.105,USD,0.53,1.0881,1.1833726,172.66836191,14.40217391,14,13
AVIR,"Atea Pharmaceuticals, Inc.",atea-pharmaceuticals,streaming,stock,common,0,USD,0,0,,0,,0,0
AVNS,"Avanos Medical, Inc.",avanos-medical,streaming,stock,common,0,USD,0,0,,0,,0,0
AVNT,Avient Corporation,avient,streaming,stock,common,1.0425,USD,0.27,2.43746,2.5251346,56.68533522,4.25,14,13
AVNW,"Aviat Networks, Inc.",aviat-networks,streaming,stock,common,0,USD,0,0,,0,,0,0
AVO,"Mission Produce, Inc.",mission-produce,streaming,stock,common,0,USD,0,0,,0,,0,0
AVPT,"AvePoint, Inc.",avepoint,streaming,stock,common,0,USD,0,0,,0,,0,0
AVR,Anteris Technologies Global Corp.,,streaming,stock,common,,USD,,0,,0,,0,0
AVT,"Avnet, Inc.",avnet,streaming,stock,common,1.24,USD,0.33,2.53265,2.6117926,36.28117914,6.89655172,11,10
AVTE,"Aerovate Therapeutics, Inc.",aerovate-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
AVTR,"Avantor, Inc.",avantor,streaming,stock,common,0,USD,0,0,,0,,0,0
AVTX,"Avalo Therapeutics, Inc.",avalo-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
AVXL,Anavex Life Sciences Corp.,anavex-life-sciences,streaming,stock,common,0,USD,0,0,,0,,0,0
AVY,Avery Dennison Corporation,avery-dennison,streaming,stock,common,3.45,USD,0.88,1.8354,1.8726392,39.54562648,8.49056604,20,14
AWH,Aspira Women's Health Inc.,aspira-women-s-health,streaming,stock,common,0,USD,0,0,,0,,0,0
AWI,Armstrong World Industries Inc,armstrong-world-industries,streaming,stock,common,1.148,USD,0.308,0.747104,0.8017701,19.05520698,10.17274472,7,6
AWK,"American Water Works Company, Inc.",american-water-works,streaming,stock,common,3.06,USD,0.765,2.2505,2.2504964,56.76969315,8.12720848,17,16
AWR,American States Water Company,american-states-water,streaming,stock,common,1.791,USD,0.4655,2.38633,2.432715,56.55908545,8.21752266,20,19
AWRE,"Aware, Inc.",aware,streaming,stock,common,0,USD,0,0,,0,,0,0
AWX,Avalon Holdings Corporation,avalon,streaming,stock,common,0,USD,0,0,,0,,0,0
AX,"Axos Financial, Inc.",axos-financial,streaming,stock,common,0,USD,0,0,,0,,0,0
AXDX,"Accelerate Diagnostics, Inc.",accelerate-diagnostics,streaming,stock,common,0,USD,0,0,,0,,0,0
AXGN,"Axogen, Inc.",axogen,streaming,stock,common,0,USD,0,0,,0,,0,0
AXIL,"AXIL Brands, Inc.",axil-brands,streaming,stock,common,0,USD,0,0,,0,,0,0
AXL,"American Axle & Manufacturing Holdings, Inc.",american-axle-manufacturing,streaming,stock,common,0,USD,0,0,,0,,0,0
AXON,"Axon Enterprise, Inc.",axon-enterprise,streaming,stock,common,0,USD,0,0,,0,,0,0
AXP,American Express Company,american-express,streaming,stock,common,2.8,USD,0.7,0.930356,0.93035626,19.98458332,16.66666667,20,3
AXR,AMREP Corporation,amrep-corporation,streaming,stock,common,0,USD,0,0,,0,,0,0
AXS,Axis Capital Holdings Limited,axis-capital,streaming,stock,common,1.76,USD,0.44,1.81668,1.8166804,14.26602902,0,20,0
AXSM,"Axsome Therapeutics, Inc.",axsome-therapeutics,streaming,stock,common,0,USD,0,0,,0,,0,0
AXTA,Axalta Coating Systems Ltd.,axalta-coating-systems,streaming,stock,common,0,USD,0,0,,0,,0,0
AXTI,AXT Inc,axt,streaming,stock,common,0,USD,0,0,,0,,0,0
AYI,"Acuity Brands, Inc.",acuity-brands,streaming,stock,common,0.58,USD,0.15,0.208663,0.22885606,4.41566088,11.53846154,20,1
AYRO,"AYRO, Inc.",ayro,streaming,stock,common,0,USD,0,0,,0,,0,0
AYTU,"Aytu BioPharma, Inc.",aytu-biopharma,streaming,stock,common,0,USD,0,0,,0,,0,0
AZ,A2Z Cust2Mate Solutions Corp.,a2z-smart-technologies,streaming,stock,common,0,USD,0,0,,0,,0,0
AZEK,The AZEK Company Inc.,the-azek-company,streaming,stock,common,0,USD,0,0,,0,,0,0
AZI,Autozi Internet Technology (Global) Ltd.,,streaming,stock,common,0,USD,0,0,,0,,0,0
AZO,"AutoZone, Inc.",autozone,streaming,stock,common,0,USD,0,0,,0,,0,0
AZPN,"Aspen Technology, Inc.",aspen-technology,streaming,stock,common,0,USD,0,0,,0,,0,0
AZTA,"Azenta, Inc.",brooks-automation,streaming,stock,common,0,USD,0,0,,0,,0,0
AZTR,Azitra Inc,azitra,streaming,stock,common,0,USD,0,0,,0,,0,0
AZZ,AZZ Inc.,azz,streaming,stock,common,0.68,USD,0.17,0.707523,0.70752263,64.44275967,0,15,0
BA,Boeing Company (The),boeing,streaming,stock,common,0,USD,0,0,,0,,0,0
BAC,Bank of America Corporation,bank-of-america,streaming,stock,common,1,USD,0.26,2.1692,2.2559652,31.10710175,8.69565217,20,11
BACK,"IMAC Holdings, Inc.",imac,streaming,stock,common,0,USD,0,0,,,,0,0
BACQ,Bleichroeder Acquisition Corp. I,,streaming,stock,common,,USD,,0,,,,,
BAER,"Bridger Aerospace Group Holdings, Inc.",bridger-aerospace,streaming,stock,common,0,USD,0,0,,0,,0,0
BAFN,BayFirst Financial Corp.,bayfirst-financial,streaming,stock,common,0.32,USD,0.08,1.73348,1.7334778,12.72720041,0,9,0
BAH,Booz Allen Hamilton Holding Corporation,booz-allen,streaming,stock,common,1.92,USD,0.51,1.96115,2.0742977,30.41689032,9.09090909,13,12
