name,description,logoid,update_mode,type,typespecs,market_cap_basic,fundamental_currency_code,Perf.1Y.MarketCap,price_earnings_ttm,price_earnings_growth_ttm,price_sales_current,price_book_fq,price_to_cash_f_operating_activities_ttm,price_free_cash_flow_ttm,price_to_cash_ratio,enterprise_value_current,enterprise_value_to_revenue_ttm,enterprise_value_to_ebit_ttm,enterprise_value_ebitda_ttm
VNOM,"Viper Energy, Inc.",viper-energy,streaming,stock,common,10093795670,USD,53.41778033,12.67969941,0.34294066,5.4940305,2.84269871,7.73979498,,178.60187293,13370138670,15.6636769,23.89291131,17.2741256
VNRX,VolitionRX Limited,volitionrx-limited,streaming,stock,common,59500067,USD,-29.47867667,,,43.68918904,,,,10.06425158,58835900,45.75724417,,
VNT,Vontier Corporation,vontier,streaming,stock,common,5553944659,USD,-14.67834801,13.59318703,0.98059419,1.87822524,5.30525455,13.20136842,16.36770592,15.83497475,7403544659,2.48524493,13.78686156,11.1482377
VOC,VOC Energy Trust,voc-energy-trust,streaming,stock,common,55250000,USD,-50.60060017,4.19354839,,3.71599612,4.46839811,,,31.04434875,53470288,3.68705479,4.05846588,4.05846588
VOR,Vor Biopharma Inc.,vor-biopharma,streaming,stock,common,134763252.99999997,USD,3.94118501,,,,1.01646102,,,1.17726863,104808252.99999999,,,
VOXX,VOXX International Corporation,voxx-international-corporation,streaming,stock,common,167832615,USD,-13.22216292,,-0.02702729,0.43359685,0.66283498,,,27.17688304,143923615,0.36215672,,
VOYA,"Voya Financial, Inc.",voya-financial,streaming,stock,common,6902729433,USD,-3.53835429,11.80815426,0.89656259,0.86701863,1.72300449,5.3187658,5.3187658,,12507729433,1.55375521,,
VPG,"Vishay Precision Group, Inc.",vishay-precision,streaming,stock,common,312077800.00000006,USD,-30.03555096,31.93163321,,1.02809116,0.96791171,16.20951312,30.9414878,3.93521142,288065800.00000006,0.93978833,15.97968603,8.54490389
VRA,"Vera Bradley, Inc.",vera-bradley,streaming,stock,common,90942793,USD,-62.89020443,,,0.21751621,0.40493527,,,6.71597404,172368793,0.42532051,,11.77945691
VRAR,"The Glimpse Group, Inc.",the-glimpse,streaming,stock,common,27146445,USD,13.29030125,,,3.66626269,1.45947414,,,3.74568032,18902776,2.04792769,,
VRAX,Virax Biolabs Group Limited,virax-biolabs-limited,streaming,stock,common,7251070,USD,,,,62.53032708,0.4972147,,,0.71135578,340161.99993656,4.00794137,,
VRCA,Verrica Pharmaceuticals Inc.,verrica-pharmaceuticals,streaming,stock,common,58785640,USD,-73.27574253,,-0.00462101,2.99890146,,,,1.32328946,82939640,9.00538979,,
VRDN,"Viridian Therapeutics, Inc.",viridian-therapeutics,streaming,stock,common,1230174038,USD,-2.83153585,,,4052.97006844,,,,1.7324933,512590038,1697.31800662,,
VREX,Varex Imaging Corporation,varex-imaging,streaming,stock,common,529831996,USD,-20.821056,,,0.64343933,0.98154527,11.9580543,22.49131915,2.48610536,929531996,1.13247076,23.77319683,13.5500291
VRME,"VerifyMe, Inc.",verifyme,streaming,stock,common,12107677,USD,-5.71254119,,,0.40099367,0.99570222,9.07569612,9.1556582,3.98148355,11947677,0.47300673,,
VRNS,"Varonis Systems, Inc.",varonis-systems,streaming,stock,common,4836280325,USD,-12.28935294,,,8.67729554,10.61388623,41.95855483,44.5470805,8.50364611,5022268325,9.11565174,,
VRNT,Verint Systems Inc.,verint-systems,streaming,stock,common,1405765368,USD,-26.94955825,23.78042356,0.00748497,1.52650846,1.59913843,8.47816083,9.34127473,7.69992455,2108276368,2.2897406,15.67888067,11.53185267
VRPX,"Virpax Pharmaceuticals, Inc.",virpax-pharmaceuticals,streaming,stock,common,4401019,USD,18.08317997,,,,,,,64.88192234,4383790,,,
VRRM,Verra Mobility Corporation,verra-mobility,streaming,stock,common,3653103285,USD,19.08552536,130.94965675,2.63190221,5.0071862,13.77878104,16.77192602,24.58669284,46.07164625,4510620285,5.13032799,18.87178276,12.97874565
VRSK,"Verisk Analytics, Inc.",verisk-analytics,streaming,stock,common,41649397798.99999,USD,17.21178016,44.27659638,0.7272114,14.25440188,416.48781719,36.74801346,45.69038952,143.7747175,44607697798.99999,15.47964667,35.56665428,28.5928452
VRSN,"VeriSign, Inc.",verisign,streaming,stock,common,22503448099,USD,13.87795921,29.72868265,26.11414009,14.44225697,,25.22171061,26.03215094,37.9481847,23705048099,15.22091184,22.40129285,21.64646891
VRT,"Vertiv Holdings, LLC",vertiv-holdings,streaming,stock,common,36238413559,USD,48.71639576,73.9184466,7.5999842,4.45767794,14.88377767,27.87894427,31.91937098,29.84961141,38151513559,4.76191537,27.65804956,23.03279012
VRTS,"Virtus Investment Partners, Inc.",infracap-mlp,streaming,stock,common,1317859987,USD,-21.61095087,11.10802177,,1.45957179,1.45763949,5.41024111,5.53486944,3.34863825,1615559987,1.80226972,9.62657077,6.93135399
VRTX,Vertex Pharmaceuticals Incorporated,vertex-pharmaceutical,streaming,stock,common,123205221826,USD,11.54990581,,,11.2529815,7.51251852,,,20.42744055,118836221826,10.81863569,,4910.58767876
VS,Versus Systems Inc.,versus-systems,streaming,stock,common,5795125,USD,9.47430991,,,57.7864536,0.59404826,,,11.22061346,-2361239,,,
VSAT,"ViaSat, Inc.",viasat,streaming,stock,common,1128508728,USD,-53.42617976,,,0.25004136,0.23704896,1.33884303,,0.72402975,7173136728.000001,1.58609918,126.73386445,5.15023326
VSCO,Victorias Secret & Co.,victorias-secret,streaming,stock,common,2101555260.0000005,USD,-0.64048626,13.81609552,0.2168681,0.342075,4.92230746,6.21079412,13.365,13.11596273,5062555260,0.81582377,14.88461502,8.53546544
VSEC,VSE Corporation,vse,streaming,stock,common,2418787949.0000005,USD,80.54984157,144.56508479,,,,,,,2819787949.0000005,2.61059569,7.85392809,7.26859999
VSEE,"VSee Health, Inc.",vsee-health,streaming,stock,common,23653816,USD,-44.28459989,,-0.0004271,4.5833814,4.87426967,,,9.78246703,31648215,6.24717652,,
VSH,"Vishay Intertechnology, Inc.",vishay-intertechnology,streaming,stock,common,2323622844,USD,-18.99071294,,,0.7771409,1.14694631,13.42469862,,3.84537512,2742344844,0.93353655,24.3270957,8.48043852
VSME,VS Media Holdings Limited,vs-media-limited,streaming,stock,common,3285674,USD,-78.79596884,,,,27.63337893,,,50.60038578,3718334.8089761,,,
VST,Vistra Corp.,vistra-energy,streaming,stock,common,45474638721,USD,173.34497773,18.91165318,0.17929562,2.27958185,14.67729927,9.95212813,36.06954779,37.34503345,46448638721,2.39710165,7.45803448,5.24251001
VSTA,Vasta Platform Limited,vasta-platform,streaming,stock,common,239713467,USD,-25.79000182,,,0.77502422,0.29784763,6.34119751,6.88946229,3.67616408,335652906.56810737,1.11504259,9.62712547,3.68113323
VSTE,Vast Renewables Limited,vast-renewables-limited,streaming,stock,common,16425479,USD,-75.88174596,,,51.39316592,,,,2.37985396,18598479,1328.46278571,,
VSTM,"Verastem, Inc.",verastem,streaming,stock,common,249014009,USD,-25.61262819,,,21.860094,20.36767383,,,1.98599413,198187009,19.8187009,,
VSTS,Vestis Corporation,vestis,streaming,stock,common,1561179507.9999998,USD,-35.61125952,163.90041494,,0.56865643,1.73485298,3.69181643,4.50683771,84.333266,2904574508,1.04794841,19.37881634,9.93903794
VTAK,"Catheter Precision, Inc.",ra-medical-systems,streaming,stock,common,2801621,USD,-25.53280406,,,1.7939361,0.09421696,,,0.56611313,13247621,33.20205764,,
VTEX,VTEX,vtex,streaming,stock,common,877619022.9999999,USD,-44.44825634,77.66990291,,4.02119663,3.46735629,35.77149401,38.63150112,4.29770414,666179022.9999999,2.9384763,58.54974714,42.32126441
VTGN,"Vistagen Therapeutics, Inc.",vistagen-therapeutics,streaming,stock,common,77927632,USD,-46.49906107,,,111.71152066,0.94247088,,,0.93633756,-8919368.00000002,,,
VTLE,"Vital Energy, Inc.",laredo-petroleum,streaming,stock,common,1018224670,USD,-41.37973176,,,0.51599372,0.3772657,1.00068045,,24.9137776,3532163670,1.80921904,7.524287,2.9157675
VTOL,"Bristow Group, Inc.",bristow,streaming,stock,common,1060529305,USD,30.33163478,11.57898027,,0.8003187,1.18915875,6.38328151,,4.39207039,1765904305,1.24755601,13.63253694,8.60271105
VTRS,Viatris Inc.,viatris,streaming,stock,common,11017746346,USD,-8.0796308,,,0.77504909,0.59120318,4.78393678,5.57283019,13.27980714,24501746346,1.66945432,23.31945022,6.21256785
VTS,Vitesse Energy Inc.,vitesse-energy,streaming,stock,common,781488731,USD,17.93548521,18.44862227,,3.31846426,1.61350752,5.58157555,39.18992847,349.73576991,884063731,3.46183923,15.04635664,5.5938177
VTSI,"VirTra, Inc.",virtra,streaming,stock,common,67733577,USD,-34.26757649,11.46448296,,2.08239823,1.46657214,13.49318122,25.12325086,3.42064538,56426149,1.77599068,9.6430889,7.75347529
VTVT,vTv Therapeutics Inc.,vtv-therapeutics,streaming,stock,common,62707604.00000001,USD,34.12440378,,,100.3960488,3.42197514,,,2.58042856,24254604.00000002,24.254604,,
VTYX,"Ventyx Biosciences, Inc.",ventyx-biosciences,streaming,stock,common,112385495,USD,-76.5009794,,,,0.44238372,,,0.51481671,-94142505,,,
VUZI,Vuzix Corporation,vuzix,streaming,stock,common,217901841.99999997,USD,111.99236151,,-0.02803864,36.43306601,5.50923169,,,14.07077785,204249330.99999997,36.80772967,,
VVOS,"Vivos Therapeutics, Inc.",vivos-therapeutics,streaming,stock,common,20436635,USD,193.35844636,,,1.53802447,2.1572894,,,3.63732537,15768635,1.08145086,,
VVPR,VivoPower International PLC,vivopower,streaming,stock,common,3312929,USD,-22.07714823,,-0.00111471,0.56121268,,,,14.03783375,32068929.00030758,5.38701982,,
VVV,Valvoline Inc.,valvoline,streaming,stock,common,4687466650,USD,-14.49755093,17.6882494,,2.85775348,20.47819472,16.67583799,94.20039448,79.07218543,5933266650,3.57447235,18.34085518,13.70902646
VVX,"V2X, Inc.",vectrus,streaming,stock,common,1481186111,USD,25.95041523,42.96703297,,0.34356034,1.44307867,5.82455815,6.10772609,5.51883077,2365387111,0.54727031,14.85758593,8.65807874
VXRT,"Vaxart, Inc. - Common Stock",vaxart,streaming,stock,common,115855467,USD,-45.57617478,,,6.68380339,1.69270141,,,1.97308432,80220467,4.78642405,,
VYGR,"Voyager Therapeutics, Inc.",voyager-therapeutics,streaming,stock,common,222872392.99999997,USD,-53.68209908,5.66116276,,1.41639569,0.67370535,,,0.6834391,-77140607.00000009,,,
VYNE,VYNE Therapeutics Inc.,vyne-therapeutics,streaming,stock,common,37173609,USD,15.66881804,,,215.95841785,0.58507094,,,1.52806755,-32935391,,,
VYX,NCR Voyix Corporation,ncr,streaming,stock,common,1566595678,USD,-15.40594983,,-0.08361689,0.53221016,1.71799324,,,2.16486358,2693595678,0.86029884,17.26663896,5.94612732
VZ,Verizon Communications Inc.,verizon,streaming,stock,common,181438240354,USD,7.81991931,10.39706663,0.20718318,1.35696271,1.82832263,4.93562256,9.19098476,40.36864613,346620240354,2.57159569,11.28688507,7.13181022
W,Wayfair Inc.,wayfair,streaming,stock,common,5019073306.000001,USD,-22.10527512,,,0.41673698,,15.59542587,59.56325301,3.59284157,7864073306.000001,0.66357888,,187.23984062
WAB,Westinghouse Air Brake Technologies Corporation,wabtec,streaming,stock,common,31668412175,USD,26.61187219,30.71365843,0.91345107,3.00035429,3.14658278,17.38381679,19.59552551,44.5900979,35283412175,3.39688189,21.47499219,16.44914321
WABC,Westamerica Bancorporation,westamerica-bancorp,streaming,stock,common,1390874532.9999998,USD,11.97492932,10.03233754,,4.42944387,1.56414401,9.83002373,9.95262837,,909702532.9999998,2.92349988,,
WAFD,"WaFd, Inc.",washington-federal,streaming,stock,common,2413104110.0000005,USD,36.08846713,13.66806781,,1.62080958,0.88470677,6.36536527,6.77600512,,4119996110.000001,2.76303042,,
WAFU,Wah Fu Education Group Limited,wah-fu-education-group,streaming,stock,common,9438597,USD,44.44444711,,,,,,,,,,,
WAI,Top KingWin Ltd,top-kingwin-ltd,streaming,stock,common,56902858.00000001,USD,183.84064106,,,,7.36792229,,,12.94390757,56510897.0308352,,,
WAL,Western Alliance Bancorporation,western-alliance-bancorp,streaming,stock,common,9600686884,USD,52.03027605,12.26194171,1.45937016,1.88009158,1.49185461,55.09792944,106.91842873,,16206686884,3.22668821,,
WALD,Waldencast plc,waldencast-plc,streaming,stock,common,404688915,USD,-54.2477637,,,1.36674662,0.58206594,,,17.76723714,715307915,2.9757133,,
WASH,"Washington Trust Bancorp, Inc.",washington-trust-bancorp,streaming,stock,common,619149786.9999999,USD,38.38557555,,,1.76426864,1.23880897,10.8530153,11.76432328,,1774874787,5.68706074,,
WAT,Waters Corporation,waters,streaming,stock,common,22418124666,USD,14.40850863,35.21868175,,7.52138368,12.25560806,29.53124929,36.32168946,69.17503742,23795111666,8.04327212,28.21646196,22.98753652
WATT,Energous Corporation,energous,streaming,stock,common,10914610,USD,-16.81579939,,,6.52633446,,,,3.59816722,11047610,14.38490885,,
WAY,Waystar Holding Corp.,waystar,streaming,stock,common,7483440703.999999,USD,,,,7.74310056,2.42924211,44.06923091,52.50207153,36.56990934,8542066703.999999,9.05312464,60.6413845,26.08320393
WBA,"Walgreens Boots Alliance, Inc.",walgreens-boots-alliance,streaming,stock,common,9229159028,USD,-47.71852013,,,0.06449397,0.92786461,7.95977912,,7.74591436,40078159028,0.26646118,25.5600504,9.93262925
WBD,"Warner Bros. Discovery, Inc. - Series A",warner-bros-discovery,streaming,stock,common,28131597368.999996,USD,21.21706137,,-0.00917198,0.68727245,0.8262431,5.23215628,6.35257285,5.16015413,66588597369,1.69535854,257.09883154,9.12672661
WBS,Webster Financial Corporation,webster-financial,streaming,stock,common,9653831120.000002,USD,18.01344287,12.87961947,,2.27257198,1.12696461,,,,12913211120.000002,3.08579977,,
WBTN,WEBTOON Entertainment Inc.,webtoon-entertainment,streaming,stock,common,1159950789,USD,,,,0.87387517,0.7896293,65.10288367,75.21382962,2.03394619,689122789,0.51103747,,
WBX,Wallbox N.V.,wallbox,streaming,stock,common,111751199,USD,-60.91467035,,-0.14369827,,,,,,270032551.5,1.52287324,,
WCC,"WESCO International, Inc.",wesco-international,streaming,stock,common,8806201358.000002,USD,18.82151433,13.80151574,,0.41042752,1.77142832,8.16146567,8.92936513,12.79163962,13947701358.000002,0.63925153,11.29185667,9.77688305
WCT,Wellchange Holdings Company Limited,wellchange-company-limited,streaming,stock,common,59754647,USD,,,,,,,,,,,,
WD,"Walker & Dunlop, Inc",walker-and-dunlop,streaming,stock,common,2895496196,USD,-9.50157295,26.88445365,173.08038508,2.5303354,1.62697539,22.00244598,24.45243398,5.56629654,4328393196,3.88108983,22.23051897,10.0135411
WDAY,"Workday, Inc.",workday,streaming,stock,common,70048439025.99998,USD,-6.81954848,134.54935622,,8.35281064,,28.89217529,32.43779351,8.86910857,65393439025.99998,7.76367553,137.96084183,81.74179878
WDC,Western Digital Corporation,webster-financial,streaming,stock,common,17019024196.999998,USD,-6.82044313,11.67278973,,1.10296776,1.40526845,16.8447541,28.5425,7.62462244,22666024197,1.45285714,7.75967963,6.56225368
WDFC,WD-40 Company,wd-40,streaming,stock,common,3232403460,USD,-10.68887817,45.73191767,17.93364484,5.32949072,14.28785275,40.4605894,42.6510036,58.97929963,3292907460,5.45512107,33.84665748,30.61859539
WEAV,"Weave Communications, Inc.",weave-communications,streaming,stock,common,916916020,USD,8.73208111,,,4.42895179,13.77726751,64.88170924,88.57693014,9.26068096,873843020,4.27696105,,
WEC,"WEC Energy Group, Inc.",wec-energy,streaming,stock,common,33694922006,USD,37.88063119,22.11145883,1.51513458,3.89864998,2.73443857,10.83103917,97.78890012,2243.31622517,54455522006,6.33211107,23.96388048,15.01434338
WEN,Wendy's Company (The),wendys-company,streaming,stock,common,3107518455.9999995,USD,-18.02577441,16.39517664,,1.4238653,12.18199109,8.94493354,12.18078216,6.31085586,6696476455.999999,2.98085925,17.76875844,12.5213891
WERN,"Werner Enterprises, Inc.",werner-enterprises,streaming,stock,common,2014559290,USD,-19.72070745,59.52468007,,0.65802235,1.38320342,6.13006921,,49.59982921,2713509290,0.89547137,41.02178887,7.61039534
WES,"Western Midstream Partners, LP",western-midstream-partners,streaming,stock,common,15474012416,USD,21.02822561,10.09201691,0.18170753,4.24317001,4.77282618,7.16830777,11.64956018,14.24972529,22663490416,6.28629364,14.45576644,10.21701751
WEST,Westrock Coffee Company,westrock-coffee-company,streaming,stock,common,600920203.0000001,USD,-34.08807104,,-0.74560387,0.64866795,5.43941616,,,17.28534884,1350974203,1.61461693,,
WETH,Wetouch Technology Inc.,wetouch-technology,streaming,stock,common,17181400,USD,,5.18918919,,0.43227378,0.13270018,5.97586238,34.19426112,0.16165289,-89121516,,,
WETO,Webus International Limited,,streaming,stock,common,82720000,USD,,,,12.45002451,21.59678346,10846.31587138,,216.13367725,84048738.72324146,13.21223305,,
WEX,WEX Inc.,wex,streaming,stock,common,6098036084,USD,-32.74991222,20.93326937,0.96536476,2.40042615,4.11532767,13.05359369,18.8087399,1.20885674,5345536084,2.03391526,7.72587958,5.27537361
WEYS,"Weyco Group, Inc.",weyco,streaming,stock,common,332472258,USD,11.84984322,11.52266101,,1.14232493,1.28803795,6.3006628,6.50240968,4.40323424,268948258,0.92610166,7.35233073,6.84764889
WFC,Wells Fargo & Company,wells-fargo,streaming,stock,common,257530767512,USD,28.41478323,14.57333184,1.26485096,2.03917509,1.60480261,8.86408109,8.86408109,,527311767512,4.17589996,,
WFCF,"Where Food Comes From, Inc.",where-food-comes-from,streaming,stock,common,64838629.99999999,USD,-10.19438811,31.21693122,7.05713026,2.53937621,6.53863813,23.96761538,25.44985998,32.52067097,65372629.99999999,2.53913734,29.6205845,22.90561668
WFRD,Weatherford International plc,weatherford,streaming,stock,common,4509919035,USD,-39.60511702,9.17117251,0.47092807,0.83648649,3.47370482,5.8236048,9.35556795,4.73055897,5320919035,0.96515854,5.35303726,3.97974498
WGO,"Winnebago Industries, Inc.",winnebago-industries,streaming,stock,common,1147512874,USD,-42.05870373,,,0.40649695,0.92537019,7.77742934,10.96514231,4.40276571,1626612874,0.57353862,17.93398979,10.77940937
WGRX,"Wellgistics Health, Inc.",,streaming,stock,common,140250000,USD,,,,26.98440873,14.04859774,144.23434463,144.23478953,176.86468553,161537110,28.2486157,,
WGS,GeneDx Holdings Corp.,sema4,streaming,stock,common,2886821891,USD,1278.00937571,,,9.26394187,11.74938454,,,20.40940364,2863015891,9.37310817,,1918.91145509
WH,"Wyndham Hotels & Resorts, Inc.",wyndham-hotels,streaming,stock,common,8422218774.999999,USD,33.23995106,29.86107283,4.67213821,6.04562101,12.9996052,29.43587586,35.42076349,82.87770874,10791218775,7.65877841,17.66156919,15.82290143
WHD,"Cactus, Inc. Class A Common Stock",cactus-inc,streaming,stock,common,4181348039.000001,USD,25.55570427,18.98395722,2.30368855,3.70423514,3.34296435,13.35617915,15.24556798,12.31485508,4073283039.000001,3.60526869,13.31438474,11.11797952
WHF,"WhiteHorse Finance, Inc.",whitehorse-finance,streaming,stock,common,262414460,USD,-11.34352216,25.29121864,,2.78534229,0.88392271,2.43802575,2.43802575,12.69481223,594953460,6.46386428,15.12606361,15.12606361
WHG,Westwood Holdings Group Inc,westwood,streaming,stock,common,146490856,USD,34.83602972,62.45059289,,1.48541434,1.21294473,9.17751531,9.2443523,2.97286738,105187856,1.10139739,16.1976988,9.35502099
WHR,Whirlpool Corporation,whirlpool,streaming,stock,common,5637416923,USD,-1.78326829,,,0.34254733,2.08663801,6.75349222,14.68532813,4.42287529,11949416923,0.71949765,13.73496198,9.92476489
WILC,"G. Willi-Food International, Ltd.",willy-food,streaming,stock,common,237680658.99999997,USD,66.29268361,15.45675895,0.24457558,1.52869824,1.50154491,21.76814737,2178.75764396,3.91716753,178293342.8185875,1.15822251,11.78185915,10.39581626
WINA,Winmark Corporation,winmark,streaming,stock,common,1189725472.0000002,USD,-8.87429324,30.85018496,,15.01123826,,29.33709011,29.47334822,100.30901647,1241073172.0000002,15.26741837,23.44717747,22.96285033
WING,Wingstop Inc.,wingstop,streaming,stock,common,6729415838,USD,-35.77095736,63.45576907,1.078463,10.67100592,,43.51198401,64.89268459,18.56317532,7625407838,12.18491937,45.9694227,41.13614845
WINT,"Windtree Therapeutics, Inc.",,streaming,stock,common,2226000,USD,-19.74659881,,,,0.03376077,,,0.02452748,13049000,,,
WINV,WinVest Acquisition Corp.,winvest-acquisition,streaming,stock,common,43438593.90070922,USD,-7.6815991,,-0.247423,,,,,79267.51040146,46037245.90070922,,,
WIX,Wix.com Ltd.,wix,streaming,stock,common,11167555281.999998,USD,45.29676165,86.00385687,0.2515673,6.95894627,,24.47227723,25.38120716,10.99364753,11030352281.999998,6.26493186,110.14161465,84.03309627
WK,Workiva Inc.,workiva-inc,streaming,stock,common,4912149123,USD,8.34830135,,,6.59812263,,55.62174109,56.49977907,5.97154048,4888492123,6.6178753,,
WKC,World Kinect Corporation,world-fuel-services,streaming,stock,common,1699076984.9999998,USD,15.40485294,28.38452787,1.11720016,0.04066237,0.87114376,11.14271845,19.94843569,4.49608253,2380376985,0.05648775,8.95551913,6.39542446
WKHS,"Workhorse Group, Inc.",workhorse,streaming,stock,common,17499124,USD,-78.06438788,,,1.25617128,0.28789105,,,3.36747792,35095278,3.85756461,,
WKSP,"Worksport, Ltd.",worksport-ltd,streaming,stock,common,21959505,USD,-5.83865403,,,2.99210099,1.25970713,,,10.56306304,26110312,4.0823464,,
WLAC,Willow Lane Acquisition Corp.,willow-lane-acquisition,streaming,stock,common,172613999.99999997,USD,,,,,,,,,172665819.99999997,,,
WLDN,"Willdan Group, Inc.",willdan,streaming,stock,common,461883114,USD,69.46242131,20.00734214,0.02483888,0.81311953,2.06118895,8.74102359,10.36507053,8.84093323,519401114,0.89952982,16.11445501,11.03184049
WLDS,Wearable Devices Ltd.,wearable-devices-ltd,streaming,stock,common,2894089,USD,,,,1.77999106,0.5114018,,,0.26781925,2108089,4.54329526,,
WLFC,Willis Lease Finance Corporation,willis-lease-finance,streaming,stock,common,1335579937,USD,328.39555007,14.338277,0.13289583,2.79418697,2.80077599,5.00450131,,13.19615644,3283963937,6.67367899,16.95587983,11.53182502
WLGS,"Wang & Lee Group, Inc.",wang-and-lee-group,streaming,stock,common,90714000,USD,,2861.9047619,,92.49790249,134.00222965,,,152.30981579,90426452.28885417,97.21931977,5616.54983161,
WLK,Westlake Corporation,westlake-chemical,streaming,stock,common,14400174078,USD,-17.33633363,24.27111025,0.94505864,1.16927472,,10.98763207,47.18218478,4.94612831,16559174078,1.36379296,17.14200215,7.96114138
WLKP,Westlake Chemical Partners LP,westlake-chemical-partners-lp,streaming,stock,common,845725342,USD,8.95432156,13.51884189,0.88846477,,,,,,1497696342,1.31851538,3.83588003,2.98142174
WLY,"John Wiley & Sons, Inc.",wiley-john-and-sons,streaming,stock,common,2146800397.0000005,USD,16.77684679,,,1.20980041,2.85291193,11.09620965,16.75258095,28.93945969,3138707397,1.78379229,13.614353,7.80380853
WM,"Waste Management, Inc.",waste-management,streaming,stock,common,93604433493.99998,USD,10.48182915,34.19313141,1.67138577,4.20027177,11.32571928,17.4304282,43.51552015,222.63035071,118124433493.99998,5.35396064,28.47057929,18.0370184
WMB,"Williams Companies, Inc. (The)",williams,streaming,stock,common,70942904076,USD,61.72003833,,,6.44800113,5.71900966,14.25842782,30.88912021,1182.02366667,100232904076,9.42392855,32.15685084,18.58918844
WMG,Warner Music Group Corp.,wmg,streaming,stock,common,17536156936,USD,-0.01713942,34.57828853,3.70375598,2.76050863,32.13441147,22.0317681,26.07640612,21.7845288,21110156936,3.32757833,18.93287618,14.58891288
WMK,"Weis Markets, Inc.",weis-markets,streaming,stock,common,1989946920,USD,19.28024782,18.09996819,3.07123686,0.41501556,1.37614397,10.6149179,76.19062766,4.81341312,1749992920,0.36526795,14.44544075,7.44614467
WMPN,William Penn Bancorporation,william-penn-bancorporation,streaming,stock,common,110590683.99999999,USD,-1.82764046,,,2.80224314,0.89041715,,,,143922683.99999997,4.12173332,,
WMS,"Advanced Drainage Systems, Inc.",advanced-drainage-system,streaming,stock,common,8641041470.000002,USD,-31.48851791,18.63020572,,2.9665564,5.5023602,15.59555831,25.28743639,17.79905832,9675157470.000002,3.28827059,14.25819884,11.31427982
WMT,Walmart Inc.,walmart,streaming,stock,common,792172221090,USD,60.96640118,40.96630801,1.55760633,1.14814514,,21.85801334,62.92034597,88.14557707,849928221090,1.24808655,28.96034555,20.08289551
WNC,Wabash National Corporation,wabash-national,streaming,stock,common,497087589.99999994,USD,-60.78048513,,,0.25982556,2.65927852,4.32794299,11.25779722,4.39495108,816164589.9999999,0.41924684,,
WNEB,"Western New England Bancorp, Inc.",western-new-england-bancorp,streaming,stock,common,204509097.99999997,USD,16.92898154,17.53153153,,1.63109754,0.86100937,,,,261200097.99999997,2.12828448,,
WNW,Meiwu Technology Company Limited,meiwu-technology-company-limited,streaming,stock,common,11113664,USD,233.21186308,,-5.11e-06,1.46030513,0.05621308,,,0.17869498,8099732,21.29574991,,
WOK,WORK Medical Technology Group LTD,work-medical-technology-ltd,streaming,stock,common,10506200,USD,,,,,0.79639851,,,1.51003086,20974127,,,
WOLF,"Wolfspeed, Inc.",wolfspeed,streaming,stock,common,899201113,USD,-70.28176711,,-0.02792453,0.98017796,2.15127402,,,0.53084001,6070601113,7.81689559,,
WOOF,"Petco Health and Wellness Company, Inc.",petco-health-and-wellness,streaming,stock,common,741518610.9999999,USD,14.89261881,,,0.11923455,0.65870023,5.73717435,,6.10135059,3607406611,0.57822049,82.29512059,14.69783249
WOR,"Worthington Enterprises, Inc.",worthington-industries,streaming,stock,common,2101349032.0000005,USD,-31.29163026,50.07154782,,1.78697536,2.30582778,11.34997019,15.10839651,10.86295307,2228388032,1.90964859,158.1987812,35.81753648
WORX,SCWorx Corp.,scworx,streaming,stock,common,1766549,USD,6.63086548,,-0.00529317,0.45004106,0.338786,,,16.90737971,1727984,0.53595092,,
WOW,"WideOpenWest, Inc.",wideopenwest,streaming,stock,common,417941382,USD,21.8926731,,,0.61752445,1.92918747,2.27900438,,18.72792948,1391641382,2.15058164,55.00558822,5.42550246
WRAP,"Wrap Technologies, Inc.",wrap-technologies,streaming,stock,common,100483563,USD,-42.21663135,,-0.52185547,22.32902115,15.68093942,,,20.63613017,97805563,23.11641763,,
WRB,W.R. Berkley Corporation,berkley-w-r-corp,streaming,stock,common,23921581456,USD,7.31516286,14.47220502,0.48801231,1.82591212,2.85577693,7.11210532,7.32984456,,26993272456,1.97916,,
WRBY,Warby Parker Inc.,warby-parker,streaming,stock,common,3006772102.9999995,USD,89.90937366,,,3.82652067,8.78817062,30.40634945,86.495868,11.81316004,2977966102.9999995,3.86089484,,189.04120504
WRLD,World Acceptance Corporation,world-acceptance,streaming,stock,common,774881895,USD,6.60115034,9.5440325,0.37520806,1.30515144,1.82275924,2.98273715,3.03592603,47.28333157,1400365801,2.50586845,4.48511933,4.33958928
WS,"Worthington Steel, Inc.",worthington-steel,streaming,stock,common,1353601290.9999998,USD,-6.31430497,9.1785112,0.64766506,0.40882347,1.30561085,6.50424411,16.62104698,25.37906019,1622901290.9999998,0.49331306,7.90117474,6.01297255
WSBC,"WesBanco, Inc.",wesbanco,streaming,stock,common,2346877626,USD,37.80486853,15.67794716,,2.49371556,0.88702104,,,,3820471626,4.04475319,,
WSBF,"Waterstone Financial, Inc.",waterstone-financial,streaming,stock,common,272580052.00000006,USD,8.93234617,14.01952969,0.11956307,1.29216534,0.80250047,,,,683917052,3.3783024,,
WSC,WillScot Holdings Corporation,willscot-mobile-mini,streaming,stock,common,6048798301,USD,-31.10641406,220.9926224,,2.55405554,5.93806035,10.92427862,23.38673059,681.6526546,10015150301,4.18043789,12.89661525,8.62227372
